state,parlimen,ballot_order,name,name_display,party,votes,result,result_desc
Perlis,P.001 Padang Besar,1,Rushdan Bin Rusmi,RUSHDAN BIN RUSMI,PERIKATAN NASIONAL (PN),24267,1,won
Perlis,P.001 Padang Besar,2,Ko Chu Liang,KO CHU LIANG,PARTI WARISAN SABAH (WARISAN),244,0,lost_deposit
Perlis,P.001 Padang Besar,3,Zahidi Bin Zainul Abidin,ZAHIDI BIN ZAINUL ABIDIN,BEBAS (BEBAS),1939,0,lost_deposit
Perlis,P.001 Padang Besar,4,Zahida Binti Zarik Khan,ZAHIDA BINTI ZARIK KHAN,BARISAN NASIONAL (BN),11753,0,lost
Perlis,P.001 Padang Besar,5,Mohamad Bin Saad @ Yahaya,KAPT (B) HJ MOHAMAD YAHAYA,PAKATAN HARAPAN (PH),7085,0,lost
Perlis,P.002 Kangar,1,Zakri Bin Hassan,CIKGU ZAKRI,PERIKATAN NASIONAL (PN),24562,1,won
Perlis,P.002 Kangar,2,Fathul Bari Bin Mat Jahya,DR FATHUL BARI,BARISAN NASIONAL (BN),15370,0,lost
Perlis,P.002 Kangar,3,Rohimi Bin Shapiee,PROF. DR. ROHIMI SHAPIEE,PARTI WARISAN SABAH (WARISAN),417,0,lost_deposit
Perlis,P.002 Kangar,4,Noor Amin Bin Ahmad,AMIN AHMAD,PAKATAN HARAPAN (PH),15143,0,lost
Perlis,P.002 Kangar,5,Nur Sulaiman Bin Zolkapli,USTAZ NUR SULAIMAN,PARTI PEJUANG TANAHAIR (PEJUANG),708,0,lost_deposit
Perlis,P.003 Arau,1,Fathin Amelina Binti Fazlie,FATHIN AMELINA,PAKATAN HARAPAN (PH),7089,0,lost
Perlis,P.003 Arau,2,Shahidan Bin Kassim,SHAHIDAN BIN KASSIM,PERIKATAN NASIONAL (PN),31458,1,won
Perlis,P.003 Arau,3,Rozabil @ Rozamujib Bin Abdul Rahman,ROZABIL @ TOK BEN,BARISAN NASIONAL (BN),8242,0,lost
Kedah,P.004 Langkawi,1,Abd Kadir Bin Sainudin,DATO PADUKA ABD KADIR,BEBAS (BEBAS),89,0,lost_deposit
Kedah,P.004 Langkawi,2,Mohd Suhaimi Bin Abdullah,MOHD SUHAIMI BIN ABDULLAH,PERIKATAN NASIONAL (PN),25463,1,won
Kedah,P.004 Langkawi,3,Mahathir Bin Mohamad,MAHATHIR BIN MOHAMAD,PARTI PEJUANG TANAHAIR (PEJUANG),4566,0,lost_deposit
Kedah,P.004 Langkawi,4,Armishah Bin Siraj,DATO' ARMISHAH SIRAJ (DAS),BARISAN NASIONAL (BN),11945,0,lost
Kedah,P.004 Langkawi,5,Zabidi Bin Yahya,ZABIDI YAHYA,PAKATAN HARAPAN (PH),5417,0,lost_deposit
Kedah,P.005 Jerlun,1,Abd Ghani Bin Ahmad,DR. ABD GHANI AHMAD,PERIKATAN NASIONAL (PN),31685,1,won
Kedah,P.005 Jerlun,2,Mukhriz Mahathir,DATO' SERI UTAMA MUKHRIZ MAHATHIR,PARTI PEJUANG TANAHAIR (PEJUANG),3144,0,lost_deposit
Kedah,P.005 Jerlun,3,Mohamed Fadzil Bin Mohd Ali,DR. MOHAMED FADZIL MOHD ALI,PAKATAN HARAPAN (PH),6149,0,lost_deposit
Kedah,P.005 Jerlun,4,Othman Bin Aziz,OTHMAN BIN AZIZ,BARISAN NASIONAL (BN),11229,0,lost
Kedah,P.006 Kubang Pasu,1,Ku Abd Rahman Bin Ku Ismail,DATO' WIRA DR KU ABD RAHMAN BIN KU ISMAIL,PERIKATAN NASIONAL (PN),47584,1,won
Kedah,P.006 Kubang Pasu,2,Mohd Aizuddin Bin Ariffin,AIZUDDIN ARIFFIN,PAKATAN HARAPAN (PH),16000,0,lost
Kedah,P.006 Kubang Pasu,3,Amiruddin Bin Hamzah,AMIRUDDIN HAMZAH (TOK MET),PARTI PEJUANG TANAHAIR (PEJUANG),5329,0,lost_deposit
Kedah,P.006 Kubang Pasu,4,Hasmuni Bin Hassan,HASMUNI BIN HASSAN (TOK MUNI),BARISAN NASIONAL (BN),14489,0,lost
Kedah,P.007 Padang Terap,1,Razali Bin Lebai Salleh,RAZALI BIN LEBAI SALLEH,PARTI PEJUANG TANAHAIR (PEJUANG),452,0,lost_deposit
Kedah,P.007 Padang Terap,2,Mahdzir Bin Khalid,MAHDZIR BIN KHALID,BARISAN NASIONAL (BN),17258,0,lost
Kedah,P.007 Padang Terap,3,Muaz Bin Abdullah,MUAZ ABDULLAH,PAKATAN HARAPAN (PH),2702,0,lost_deposit
Kedah,P.007 Padang Terap,4,Nurul Amin Bin Hamid,USTAZ NURUL AMIN,PERIKATAN NASIONAL (PN),28217,1,won
Kedah,P.008 Pokok Sena,1,Noraini Binti Md Salleh,NORAINI BINTI MD SALLEH,PARTI WARISAN SABAH (WARISAN),622,0,lost_deposit
Kedah,P.008 Pokok Sena,2,Ahmad Bin Saad @ Yahaya,DATO' AHMAD YAHAYA,PERIKATAN NASIONAL (PN),52275,1,won
Kedah,P.008 Pokok Sena,3,Noran Zamini Bin Jamaluddin,NORAN ZAMINI BIN JAMALUDDIN,BARISAN NASIONAL (BN),14523,0,lost
Kedah,P.008 Pokok Sena,4,Mahfuz Bin Omar,DATO' WIRA HJ MAHFUZ OMAR,PAKATAN HARAPAN (PH),20524,0,lost
Kedah,P.009 Alor Setar,1,Mohamad Nuhairi Bin Rahmat,NUHAIRI RAHMAT,PARTI PEJUANG TANAHAIR (PEJUANG),2383,0,lost_deposit
Kedah,P.009 Alor Setar,2,Afnan Hamimi Bin Taib Azamudden,AFNAN HAMIMI BIN DATO' HAJI TAIB AZAMUDDEN,PERIKATAN NASIONAL (PN),37486,1,won
Kedah,P.009 Alor Setar,3,Fadzil Bin Hanafi,FADZIL BIN HANAFI,PARTI WARISAN SABAH (WARISAN),366,0,lost_deposit
Kedah,P.009 Alor Setar,4,Ooi Tze Min,SIMON OOI TZE MIN,PAKATAN HARAPAN (PH),27555,0,lost
Kedah,P.009 Alor Setar,5,Nordin Bin Yunus,DATO' DR NORDIN YUNUS,BEBAS (BEBAS),115,0,lost_deposit
Kedah,P.009 Alor Setar,6,Sofan Feroza Bin Md Yusup,SOFAN FEROZA,BEBAS (BEBAS),151,0,lost_deposit
Kedah,P.009 Alor Setar,7,Tan Chee Hiong,TAN CHEE HIONG,BARISAN NASIONAL (BN),8930,0,lost_deposit
Kedah,P.010 Kuala Kedah,1,Azman Bin Ismail,DR AZMAN ISMAIL,PAKATAN HARAPAN (PH),28237,0,lost
Kedah,P.010 Kuala Kedah,2,Syed Araniri Bin Syed Ahmad,PAK TUAN AL IDRUS,PARTI WARISAN SABAH (WARISAN),256,0,lost_deposit
Kedah,P.010 Kuala Kedah,3,Ulya Aqamah Bin Husamudin,ULYA HUSAMUDIN,PARTI PEJUANG TANAHAIR (PEJUANG),1805,0,lost_deposit
Kedah,P.010 Kuala Kedah,4,Ahmad Fakhruddin Bin Fakhrurazi,DR. AHMAD FAKHRUDDIN,PERIKATAN NASIONAL (PN),56298,1,won
Kedah,P.010 Kuala Kedah,5,Mashitah Binti Ibrahim,DATO DR MASHITAH BINTI IBRAHIM,BARISAN NASIONAL (BN),13879,0,lost
Kedah,P.011 Pendang,1,Awang Bin Hashim,DATUK HAJI AWANG SOLAHUDIN,PERIKATAN NASIONAL (PN),49008,1,won
Kedah,P.011 Pendang,2,Zulkifly Bin Mohamad,DATO ZUL,PAKATAN HARAPAN (PH),8058,0,lost_deposit
Kedah,P.011 Pendang,3,Abdul Rashid Bin Yob,RASHID YOB,PARTI PEJUANG TANAHAIR (PEJUANG),809,0,lost_deposit
Kedah,P.011 Pendang,4,Suraya Binti Yaacob,SURAYA BINTI YAACOB,BARISAN NASIONAL (BN),17719,0,lost
Kedah,P.012 Jerai,1,Zulhazmi Bin Shariff,ZULHAZMI BIN SHARIFF,PAKATAN HARAPAN (PH),15590,0,lost
Kedah,P.012 Jerai,2,Jamil Khir Bin Baharom,DATO SERI DR. JAMIL KHIR BAHAROM,BARISAN NASIONAL (BN),16269,0,lost
Kedah,P.012 Jerai,3,Sabri Bin Azit,USTAZ SABRI BIN AZIT,PERIKATAN NASIONAL (PN),49461,1,won
Kedah,P.012 Jerai,4,Mohd Nizam Bin Mahshar,DATUK NIZAM MAHSHAR,PARTI PEJUANG TANAHAIR (PEJUANG),973,0,lost_deposit
Kedah,P.013 Sik,1,Maizatulakmam Binti Othman @ Ibrahim,MAIZA,BARISAN NASIONAL (BN),12819,0,lost
Kedah,P.013 Sik,2,Latifah Binti Md Yatim,DATO' LATIFAH,PAKATAN HARAPAN (PH),3736,0,lost_deposit
Kedah,P.013 Sik,3,Ahmad Tarmizi Bin Sulaiman,AHMAD TARMIZI SULAIMAN,PERIKATAN NASIONAL (PN),34606,1,won
Kedah,P.014 Merbok,1,Khairul Anuar Bin Ahmad,KHAIRUL ANUAR,PARTI WARISAN SABAH (WARISAN),525,0,lost_deposit
Kedah,P.014 Merbok,2,Shaiful Hazizy Bin Zainol Abidin,DATO' SHAIFUL HAZIZY,BARISAN NASIONAL (BN),16691,0,lost
Kedah,P.014 Merbok,3,Nor Azrina Binti Surip,NURIN AINA,PAKATAN HARAPAN (PH),31554,0,lost
Kedah,P.014 Merbok,4,Mohd Nazri Bin Abu Hassan,MOHD NAZRI,PERIKATAN NASIONAL (PN),52573,1,won
Kedah,P.014 Merbok,5,Mohammed Mosin Bin Abdul Razak,DATUK MOSIN RAZAK,PARTI PEJUANG TANAHAIR (PEJUANG),1201,0,lost_deposit
Kedah,P.015 Sungai Petani,1,Mohammed Taufiq Bin Johari,DR. TAUFIQ BIN DATO' JOHARI,PAKATAN HARAPAN (PH),50580,1,won
Kedah,P.015 Sungai Petani,2,Tan Joon Long @ Tan Chow Kang,TAN JOON LONG @ TAN CHOW KANG,PARTI RAKYAT MALAYSIA (PRM),226,0,lost_deposit
Kedah,P.015 Sungai Petani,3,Marzuki Bin Yahya,HJ. MARZUKI YAHYA,PARTI PEJUANG TANAHAIR (PEJUANG),2342,0,lost_deposit
Kedah,P.015 Sungai Petani,4,Robert Ling Kui Ee,DR. ROBERT LING,PERIKATAN NASIONAL (PN),49465,0,lost
Kedah,P.015 Sungai Petani,5,Shahanim Binti Mohamad Yusoff,DATO' SHAHANIM BINTI MOHAMAD YUSOFF,BARISAN NASIONAL (BN),27391,0,lost
Kedah,P.016 Baling,1,Johari Bin Abdullah,CIKGU JOHARI ABDULLAH,PAKATAN HARAPAN (PH),8636,0,lost_deposit
Kedah,P.016 Baling,2,Basir Bin H. Ab. Rahman,LT KOL (B) BASIR,PARTI PEJUANG TANAHAIR (PEJUANG),579,0,lost_deposit
Kedah,P.016 Baling,3,Abdul Azeez Bin Abdul Rahim,DATUK AZEEZ RAHIM,BARISAN NASIONAL (BN),35356,0,lost
Kedah,P.016 Baling,4,Hassan Bin Saad,USTAZ HASSAN,PERIKATAN NASIONAL (PN),64493,1,won
Kedah,P.017 Padang Serai,1,Hamzah Bin Abd Rahman,HAMZAH ABD RAHMAN,PARTI PEJUANG TANAHAIR (PEJUANG),,0,
Kedah,P.017 Padang Serai,2,Karupaiya A/L Mutusami,KARUPAIYA MUTUSAMI,PAKATAN HARAPAN (PH),,0,
Kedah,P.017 Padang Serai,3,Sivaraj A/L Chandran,DATO SIVARAJ CHANDRAN,BARISAN NASIONAL (BN),,0,
Kedah,P.017 Padang Serai,4,Azman Bin Nasrudin,DATO' CIKGU AZMAN,PERIKATAN NASIONAL (PN),,0,
Kedah,P.017 Padang Serai,5,Mohd Bakhri Bin Hashim,MOHD BAKHRI BIN HAJI HASHIM,PARTI WARISAN SABAH (WARISAN),,0,
Kedah,P.017 Padang Serai,6,Sreanandha Rao,ANANDA AK,BEBAS (BEBAS),,0,
Kedah,P.018 Kulim-Bandar Baharu,1,Saifuddin Nasution Bin Ismail,DATUK SERI SAIFUDDIN NASUTION ISMAIL,PAKATAN HARAPAN (PH),21408,0,lost
Kedah,P.018 Kulim-Bandar Baharu,2,Roslan Bin Hashim,CIKGU ROSLAN HASHIM,PERIKATAN NASIONAL (PN),34469,1,won
Kedah,P.018 Kulim-Bandar Baharu,3,Mohamad Yusrizal Bin Yusoff,RIZAL,PARTI PEJUANG TANAHAIR (PEJUANG),591,0,lost_deposit
Kedah,P.018 Kulim-Bandar Baharu,4,Muhar Bin Hussain,DATUK MUHAR BIN HUSSAIN,BARISAN NASIONAL (BN),13872,0,lost
Kelantan,P.019 Tumpat,1,Khairul Azuan Bin Kamarrudin,KHAIRUL AZUAN,PARTI WARISAN SABAH (WARISAN),245,0,lost_deposit
Kelantan,P.019 Tumpat,2,Mumtaz Binti Md Nawi,DATO' KAK TAZ,PARTI ISLAM SE MALAYSIA (PAS),65426,1,won
Kelantan,P.019 Tumpat,3,Che Mohd Asemari Bin Che Ali,ASRI ALI,PARTI BUMIPUTERA PERKASA MALAYSIA (PUTRA),593,0,lost_deposit
Kelantan,P.019 Tumpat,4,Wan Mohd Johari Bin Wan Omar,HAJI WAN JO,PAKATAN HARAPAN (PH),7762,0,lost_deposit
Kelantan,P.019 Tumpat,5,Che Abdullah Bin Mat Nawi,DATO' CHE LAH (DCL),BARISAN NASIONAL (BN),30633,0,lost
Kelantan,P.020 Pengkalan Chepa,1,Mohamad Redzuan Bin Razali,ABE WAE - REDZUAN,BEBAS (BEBAS),451,0,lost_deposit
Kelantan,P.020 Pengkalan Chepa,2,Nik Faizah Binti Nik Othman,KAK JAH,PAKATAN HARAPAN (PH),7356,0,lost_deposit
Kelantan,P.020 Pengkalan Chepa,3,Wan Ahmad Nasri Bin Wan Ismail,WAN AHMAD NASRI,PARTI PEJUANG TANAHAIR (PEJUANG),358,0,lost_deposit
Kelantan,P.020 Pengkalan Chepa,4,Ahmad Marzuk Bin Shaary,DATUK MARZUK,PARTI ISLAM SE MALAYSIA (PAS),53933,1,won
Kelantan,P.020 Pengkalan Chepa,5,Mohd Hafiezulniezam Bin Mohd Hasdin,DR. HAFIZ,BARISAN NASIONAL (BN),15663,0,lost
Kelantan,P.021 Kota Bharu,1,Takiyuddin Bin Hassan,DATUK SERI TAKIYUDDIN,PARTI ISLAM SE MALAYSIA (PAS),41869,1,won
Kelantan,P.021 Kota Bharu,2,Hafidzah Binti Haji Mustakim,DR HAFIDZAH,PAKATAN HARAPAN (PH),19256,0,lost
Kelantan,P.021 Kota Bharu,3,Rosmadi Bin Ismail,HJ. ROSMADI ISMAIL,BARISAN NASIONAL (BN),16168,0,lost
Kelantan,P.021 Kota Bharu,4,Tan Boon Kian,ANDY TAN @ AWANG,PARTI RAKYAT MALAYSIA (PRM),107,0,lost_deposit
Kelantan,P.021 Kota Bharu,5,Che Musa Bin Che Omar,PROF. DATO DR CHE MUSA CHE OMAR,PARTI BUMIPUTERA PERKASA MALAYSIA (PUTRA),528,0,lost_deposit
Kelantan,P.021 Kota Bharu,6,Izat Bukhary Bin Ismail Bukhary,IZAT BUKHARY,BEBAS (BEBAS),91,0,lost_deposit
Kelantan,P.022 Pasir Mas,1,Husam Bin Musa,DATUK HUSAM,PAKATAN HARAPAN (PH),6439,0,lost_deposit
Kelantan,P.022 Pasir Mas,2,Ahmad Fadhli Bin Shaari,USTAZ FADHLI SHAARI,PARTI ISLAM SE MALAYSIA (PAS),44444,1,won
Kelantan,P.022 Pasir Mas,3,Ab. Ghani Bin Harun,DATO GHANI,BARISAN NASIONAL (BN),13727,0,lost
Kelantan,P.022 Pasir Mas,4,Nasrul Ali Hasan Bin Abdul Latif,NASRUL ALI HASAN,PARTI BUMIPUTERA PERKASA MALAYSIA (PUTRA),543,0,lost_deposit
Kelantan,P.023 Rantau Panjang,1,Ibrahim Bin Ali,DATO' DR. IBRAHIM ALI,PARTI BUMIPUTERA PERKASA MALAYSIA (PUTRA),1216,0,lost_deposit
Kelantan,P.023 Rantau Panjang,2,Siti Zailah Binti Mohd Yusoff,KAK LAH,PARTI ISLAM SE MALAYSIA (PAS),37759,1,won
Kelantan,P.023 Rantau Panjang,3,Mohd Zain Bin Ismail,DATUK ZAIN,PARTI RAKYAT MALAYSIA (PRM),173,0,lost_deposit
Kelantan,P.023 Rantau Panjang,4,Zulkarnain Bin Yusoff,PROF UST ZUL,BARISAN NASIONAL (BN),17123,0,lost
Kelantan,P.023 Rantau Panjang,5,Wan Shah Jihan Bin Wan Din,DR SHAH,PAKATAN HARAPAN (PH),4256,0,lost_deposit
Kelantan,P.024 Kubang Kerian,1,Wan Ahmad Kamil Bin Wan Abdullah,DR.WAN AHMAD KAMIL,PAKATAN HARAPAN (PH),10236,0,lost
Kelantan,P.024 Kubang Kerian,2,Mohamad Rizal Bin Razali,RIZAL,PARTI PEJUANG TANAHAIR (PEJUANG),687,0,lost_deposit
Kelantan,P.024 Kubang Kerian,3,Nurul Amal Binti Mohd Fauzi,KAK LONG,BARISAN NASIONAL (BN),14807,0,lost
Kelantan,P.024 Kubang Kerian,4,Tuan Ibharim Bin Tuan Man,USTAZ DATO' TUAN IBRAHIM,PARTI ISLAM SE MALAYSIA (PAS),55654,1,won
Kelantan,P.025 Bachok,1,Mohd Syahir Bin Che Sulaiman,SYAHIR SULAIMAN,PARTI ISLAM SE MALAYSIA (PAS),57130,1,won
Kelantan,P.025 Bachok,2,Nor Azmiza Binti Mamat,NOR AZMIZA MAMAT,PAKATAN HARAPAN (PH),4366,0,lost_deposit
Kelantan,P.025 Bachok,3,Mohd Zulkifli Bin Haji Zakaria,HAJI ZU,BEBAS (BEBAS),418,0,lost_deposit
Kelantan,P.025 Bachok,4,Kamarul Azam Bin Othman,CIKGU ZAM,PARTI BUMIPUTERA PERKASA MALAYSIA (PUTRA),274,0,lost_deposit
Kelantan,P.025 Bachok,5,Mohd Zain Bin Yasim,DATUK HAJI ZAIN,BARISAN NASIONAL (BN),27229,0,lost
Kelantan,P.026 Ketereh,1,Rahimi Bin L.Muhamud,HAJI RAHIMI,PAKATAN HARAPAN (PH),4662,0,lost_deposit
Kelantan,P.026 Ketereh,2,Marzuani Ardila Binti Ariffin,MARZUANI ARDILA ARIFFIN (GEE),BARISAN NASIONAL (BN),17435,0,lost
Kelantan,P.026 Ketereh,3,Khlir Bin Mohd Nor,MEJ JEN DATO HJ KHLIR (B),PARTI ISLAM SE MALAYSIA (PAS),40542,1,won
Kelantan,P.026 Ketereh,4,Haneef Bin Ibrahim,HANEEF IBRAHIM (ABE HANEEF),PARTI BUMIPUTERA PERKASA MALAYSIA (PUTRA),223,0,lost_deposit
Kelantan,P.027 Tanah Merah,1,Bakri @ Mohd Bakri Bin Mustapha,CIKGU BAKRI,BARISAN NASIONAL (BN),9781,0,lost
Kelantan,P.027 Tanah Merah,2,Mohamad Suparadi Bin Md Noor,DATO' D,PAKATAN HARAPAN (PH),5357,0,lost_deposit
Kelantan,P.027 Tanah Merah,3,Mohd Nasir Bin Abdullah,LAWYER NASIR ABDULLAH,PARTI BUMIPUTERA PERKASA MALAYSIA (PUTRA),168,0,lost_deposit
Kelantan,P.027 Tanah Merah,4,Haji Nik Sapeia Bin Nik Yusof,DATUK NIK SAPEIA,BEBAS (BEBAS),114,0,lost_deposit
Kelantan,P.027 Tanah Merah,5,Ikmal Hisham Bin Abdul Aziz,DATO' SRI IKMAL HISHAM,PARTI ISLAM SE MALAYSIA (PAS),54266,1,won
Kelantan,P.028 Pasir Puteh,1,Wan Marzudi Bin Wan Omar,KAPTEN WAN MARZUDI,PARTI PEJUANG TANAHAIR (PEJUANG),349,0,lost_deposit
Kelantan,P.028 Pasir Puteh,2,Zawawi Bin Othman,DATUK CIKGU AWI,BARISAN NASIONAL (BN),23828,0,lost
Kelantan,P.028 Pasir Puteh,3,Muhammad Bin Husain,USTAZ MUHAMMAD HUSAIN,PAKATAN HARAPAN (PH),3864,0,lost_deposit
Kelantan,P.028 Pasir Puteh,4,Nik Muhammad Zawawi Bin Salleh,USTAZ NIK ZAWAWI,PARTI ISLAM SE MALAYSIA (PAS),52937,1,won
Kelantan,P.029 Machang,1,Ahmad Jazlan Bin Yaakub,DATUK JAZLAN,BARISAN NASIONAL (BN),25449,0,lost
Kelantan,P.029 Machang,2,Muhamad Bin Seman,MEJAR (B) MAT,PARTI BUMIPUTERA PERKASA MALAYSIA (PUTRA),128,0,lost_deposit
Kelantan,P.029 Machang,3,Wan Ahmad Fayhsal Bin Wan Ahmad Kamal,WAN AHMAD FAYHSAL,PARTI ISLAM SE MALAYSIA (PAS),35603,1,won
Kelantan,P.029 Machang,4,Rosli Allani Bin S. Abdull Kadir,DR ROSLI,PAKATAN HARAPAN (PH),3934,0,lost_deposit
Kelantan,P.030 Jeli,1,Mohamed Bin Daud,PROFESSOR DR IR HJ MAT,PARTI BUMIPUTERA PERKASA MALAYSIA (PUTRA),133,0,lost_deposit
Kelantan,P.030 Jeli,2,Zahari Bin Kechik,POK ZAHARI,PARTI ISLAM SE MALAYSIA (PAS),27072,1,won
Kelantan,P.030 Jeli,3,Norwahida Binti Patuan,NORWAHIDA PATUAN,BARISAN NASIONAL (BN),14608,0,lost
Kelantan,P.030 Jeli,4,Md Radzi Bin Wahab,MD RADZI,PAKATAN HARAPAN (PH),1140,0,lost_deposit
Kelantan,P.031 Kuala Krai,1,Abdul Latiff Bin Abdul Rahman,USTAZ LATIFF,PARTI ISLAM SE MALAYSIA (PAS),42740,1,won
Kelantan,P.031 Kuala Krai,2,Mohamed Zulkepli Bin Omar,ZUKI,BARISAN NASIONAL (BN),17552,0,lost
Kelantan,P.031 Kuala Krai,3,Norashikin Binti Che Omar,NORASHIKIN,PARTI PEJUANG TANAHAIR (PEJUANG),241,0,lost_deposit
Kelantan,P.031 Kuala Krai,4,Mohd Hisyamuddin Bin Ghazali,SYAM GHAZ,PAKATAN HARAPAN (PH),4148,0,lost_deposit
Kelantan,P.032 Gua Musang,1,Tengku Razaleigh Bin Tengku Mohd Hamzah,TENGKU RAZALEIGH HAMZAH,BARISAN NASIONAL (BN),21663,0,lost
Kelantan,P.032 Gua Musang,2,Mohd Azizi Bin Abu Naim,MOHD AZIZI ABU NAIM,PARTI ISLAM SE MALAYSIA (PAS),21826,1,won
Kelantan,P.032 Gua Musang,3,Samsu Adabi Bin Mamat,DATO' DR. ADABI,PARTI PEJUANG TANAHAIR (PEJUANG),371,0,lost_deposit
Kelantan,P.032 Gua Musang,4,Asharun Bin Uji,ABE YO,PAKATAN HARAPAN (PH),4517,0,lost_deposit
Terengganu,P.033 Besut,1,Che Mohamad Zulkifly Bin Jusoh,DATUK ABE ZUL,PARTI ISLAM SE MALAYSIA (PAS),49569,1,won
Terengganu,P.033 Besut,2,Wan Nazari Bin Wan Jusoh,DATO' IR. WAN NAZARI,PARTI PEJUANG TANAHAIR (PEJUANG),553,0,lost_deposit
Terengganu,P.033 Besut,3,Abd Rahman @ Abdul Aziz Bin Hj Abas,USTAZ AZIZ,PAKATAN HARAPAN (PH),4339,0,lost_deposit
Terengganu,P.033 Besut,4,Nawi Bin Mohamad,DATUK HAJI NAWI MOHAMAD,BARISAN NASIONAL (BN),30903,0,lost
Terengganu,P.034 Setiu,1,Abdul Rahman Bin Mat Yasin,ABDUL RAHMAN BIN MAT YASIN,BARISAN NASIONAL (BN),31736,0,lost
Terengganu,P.034 Setiu,2,Shaharizukirnain Bin Abd Kadir,USTAZ ZUKIRNAIN ABD KADIR,PARTI ISLAM SE MALAYSIA (PAS),50768,1,won
Terengganu,P.034 Setiu,3,Mohamad Bin Ngah,MOHAMAD BIN NGAH,PAKATAN HARAPAN (PH),2125,0,lost_deposit
Terengganu,P.034 Setiu,4,Wan Adnan Bin Wan Ali,WAN ADNAN,PARTI PEJUANG TANAHAIR (PEJUANG),203,0,lost_deposit
Terengganu,P.035 Kuala Nerus,1,Alias Bin Razak,DATO' DR. HAJI ALIAS RAZAK,PARTI ISLAM SE MALAYSIA (PAS),56697,1,won
Terengganu,P.035 Kuala Nerus,2,Mohd Khairuddin Bin Aman Razali,UST. DATO' DR. KHAIRUDDIN TAKIRI,BARISAN NASIONAL (BN),26932,0,lost
Terengganu,P.035 Kuala Nerus,3,Azaha Bin Wahid,AZAHA,PARTI PEJUANG TANAHAIR (PEJUANG),291,0,lost_deposit
Terengganu,P.035 Kuala Nerus,4,Suhaimi Bin Hashim,DATO' SERI SUHAIMI HASHIM,PAKATAN HARAPAN (PH),3708,0,lost_deposit
Terengganu,P.036 Kuala Terengganu,1,Mohamad Abu Bakar Bin Muda,MOHAMAD ABU BAKAR BIN MUDA,PARTI PEJUANG TANAHAIR (PEJUANG),481,0,lost_deposit
Terengganu,P.036 Kuala Terengganu,2,Mohd Zubir Bin Embong,DATO' CIKGU ZUBIR,BARISAN NASIONAL (BN),22109,0,lost
Terengganu,P.036 Kuala Terengganu,3,Raja Kamarul Bahrin Shah,DATO' RAJA BAHRIN,PAKATAN HARAPAN (PH),10946,0,lost_deposit
Terengganu,P.036 Kuala Terengganu,4,Ahmad Amzad Bin Mohamed @ Hashim,DATUK HAJI AMZAD HASHIM,PARTI ISLAM SE MALAYSIA (PAS),63016,1,won
Terengganu,P.037 Marang,1,Abdul Hadi Bin Awang,TUAN GURU HAJI ABDUL HADI AWANG,PARTI ISLAM SE MALAYSIA (PAS),73115,1,won
Terengganu,P.037 Marang,2,Jasmira Bin Othman,JASMIRA OTHMAN,BARISAN NASIONAL (BN),31386,0,lost
Terengganu,P.037 Marang,3,Zarawi Bin Sulong,DR.ZARAWI BIN SULONG,PARTI PEJUANG TANAHAIR (PEJUANG),427,0,lost_deposit
Terengganu,P.037 Marang,4,Azhar Bin Ab Shukur,USTAZ AZHAR,PAKATAN HARAPAN (PH),4140,0,lost_deposit
Terengganu,P.038 Hulu Terengganu,1,Rozi Bin Mamat,CIKGU ROZI,BARISAN NASIONAL (BN),27176,0,lost
Terengganu,P.038 Hulu Terengganu,2,Mohd Khadri Bin Abdullah,KHADRI,PARTI PEJUANG TANAHAIR (PEJUANG),182,0,lost_deposit
Terengganu,P.038 Hulu Terengganu,3,Rosol Bin Wahid,DATO ROSOL WAHID,PARTI ISLAM SE MALAYSIA (PAS),42910,1,won
Terengganu,P.038 Hulu Terengganu,4,Alias Bin Ismail,CIKGU ALIAS ISMAIL,PAKATAN HARAPAN (PH),1740,0,lost_deposit
Terengganu,P.039 Dungun,1,Ghazali Bin Ismail,PEGUAM GHAZALI,BEBAS (BEBAS),305,0,lost_deposit
Terengganu,P.039 Dungun,2,Noraisah Binti Hasan,NORAISAH BINTI HASAN,PARTI PEJUANG TANAHAIR (PEJUANG),322,0,lost_deposit
Terengganu,P.039 Dungun,3,Mohasdjone @ Mohd Johari Bin Mohamad,DATO' DR MOHD JOHARI,PAKATAN HARAPAN (PH),5307,0,lost_deposit
Terengganu,P.039 Dungun,4,Nurhisam Bin Johari,USTAZ SHAM,BARISAN NASIONAL (BN),25615,0,lost
Terengganu,P.039 Dungun,5,Wan Hassan Bin Mohd Ramli,USTAZ HAJI WAN HASSAN,PARTI ISLAM SE MALAYSIA (PAS),59720,1,won
Terengganu,P.040 Kemaman,1,Rosli Bin Ab. Ghani,ROSLI,PARTI PEJUANG TANAHAIR (PEJUANG),506,0,lost_deposit
Terengganu,P.040 Kemaman,2,Che Alias Bin Hamid,USTAZ CHE ALIAS HAMID,PARTI ISLAM SE MALAYSIA (PAS),65714,1,won
Terengganu,P.040 Kemaman,3,Ahmad Bin Said,DATO' SERI HJ AHMAD BIN SAID,BARISAN NASIONAL (BN),38535,0,lost
Terengganu,P.040 Kemaman,4,Hasuni Bin Sudin,HASUNI BIN SUDIN,PAKATAN HARAPAN (PH),8340,0,lost_deposit
